Datetime,observed,trend,seasonal,resid
2022-11-09 00:00:00,8.848,8.856770833333332,0.2562943527873766,-0.265065186120708
2022-11-09 00:30:00,8.847,8.855760416666666,0.19914771817199184,-0.207908134838658
2022-11-09 01:00:00,8.845,8.854802083333333,0.16422528227455638,-0.17402736560788826
2022-11-09 01:30:00,8.843,8.853885416666666,0.13508473740276097,-0.14597015406942662
2022-11-09 02:00:00,8.842,8.853010416666667,0.10253377586429942,-0.11354419253096566
2022-11-09 02:30:00,8.842,8.852166666666667,0.10594435278737645,-0.1161110194540431
2022-11-09 03:00:00,8.844,8.851333333333333,0.04586021817199195,-0.053193551505325364
2022-11-09 03:30:00,8.845,8.8505,0.017898614606286552,-0.02339861460628617
2022-11-09 04:00:00,8.845,8.849697916666667,0.0009967591375369357,-0.005694675804203238
2022-11-09 04:30:00,8.846,8.848979166666666,-0.03142316273746346,0.028443996070797374
2022-11-09 05:00:00,8.846,8.848375,-0.06524559112287995,0.06287059112287927
2022-11-09 05:30:00,8.846,8.847864583333333,-0.11487124216454686,0.1130066588312138
2022-11-09 06:00:00,8.846,8.847395833333334,-0.12146287627912977,0.12006704294579629
2022-11-09 06:30:00,8.847,8.846947916666666,-0.12458299346662988,0.12463507679996316
2022-11-09 07:00:00,8.846,8.846531249999998,-0.1643058124770464,0.1637745624770483
2022-11-09 07:30:00,8.847,8.846166666666665,-0.16992120961246332,0.17075454294579767
2022-11-09 08:00:00,8.847,8.845854166666667,-0.18922264190413013,0.19036847523746242
2022-11-09 08:30:00,8.847,8.84559375,-0.1890105650812133,0.19041681508121203
2022-11-09 09:00:00,8.846,8.845416666666667,-0.22308543487287985,0.223668768206213
2022-11-09 09:30:00,8.846,8.8453125,-0.22523175648746288,0.2259192564874626
2022-11-09 10:00:00,8.847,8.845239583333335,-0.25126854034163,0.2530289570082947
2022-11-09 10:30:00,8.849,8.845177083333333,-0.27220848174787965,0.2760313984145471
2022-11-09 11:00:00,8.849,8.845135416666666,-0.26879197784163017,0.2726565611749639
2022-11-09 11:30:00,8.847,8.845145833333333,-0.3083491067478799,0.31020327341454595
2022-11-09 12:00:00,8.846,8.84521875,-0.30833331898746325,0.30911456898746253
2022-11-09 12:30:00,8.846,8.845374999999999,-0.3059343932062136,0.3065593932062148
2022-11-09 13:00:00,8.845,8.84565625,-0.32012628773746304,0.31947003773746435
2022-11-09 13:30:00,8.844,8.846083333333334,-0.29656655466454657,0.2944832213312116
2022-11-09 14:00:00,8.843,8.846645833333335,-0.2979905455499634,0.29434471221662806
2022-11-09 14:30:00,8.842,8.8473125,-0.26242332549788017,0.25711082549788145
2022-11-09 15:00:00,8.84,8.84803125,-0.22236440622704634,0.21433315622704618
2022-11-09 15:30:00,8.839,8.84875,-0.1836118020603798,0.17386180206037943
2022-11-09 16:00:00,8.84,8.849447916666666,-0.11250877471663012,0.10306085804996423
2022-11-09 16:30:00,8.842,8.850125,-0.06877765492496338,0.06065265492496366
2022-11-09 17:00:00,8.844,8.850802083333333,0.015504897158370026,-0.022306980491703567
2022-11-09 17:30:00,8.844,8.851489583333334,0.0891624492417033,-0.09665203257503835
2022-11-09 18:00:00,8.844,8.8521875,0.20166847137712,-0.20985597137712
2022-11-09 18:30:00,8.844,8.852906249999998,0.26215040497087,-0.271056654970869
2022-11-09 19:00:00,8.844,8.8536875,0.26800782684587016,-0.2776953268458702
2022-11-09 19:30:00,8.844,8.854520833333332,0.3609026836167035,-0.37142351695003617
2022-11-09 20:00:00,8.843,8.855333333333332,0.366887942530966,-0.37922127586429843
2022-11-09 20:30:00,8.843,8.85609375,0.41528617971045345,-0.4283799297104529
2022-11-09 21:00:00,8.845,8.856822916666665,0.39693569894122266,-0.40875861560788745
2022-11-09 21:30:00,8.847,8.857552083333331,0.40768666047968416,-0.41823874381301607
2022-11-09 22:00:00,8.848,8.858270833333332,0.3492425899668636,-0.35951342330019503
2022-11-09 22:30:00,8.848,8.858947916666665,0.3356911476591713,-0.34663906432583547
2022-11-09 23:00:00,8.849,8.859583333333333,0.2831161476591714,-0.29369948099250437
2022-11-09 23:30:00,8.851,8.860208333333333,0.3173895450950687,-0.32659787842840043
2022-11-10 00:00:00,8.853,8.860843749999999,0.2562943527873766,-0.2641381027873759
2022-11-10 00:30:00,8.857,8.861479166666667,0.19914771817199184,-0.20362688483865976
2022-11-10 01:00:00,8.862,8.862093750000001,0.16422528227455638,-0.1643190322745577
2022-11-10 01:30:00,8.867,8.862697916666665,0.13508473740276097,-0.13078265406942516
2022-11-10 02:00:00,8.872,8.863312500000001,0.10253377586429942,-0.09384627586430057
2022-11-10 02:30:00,8.876,8.863947916666667,0.10594435278737645,-0.09389226945404448
2022-11-10 03:00:00,8.879,8.864593750000001,0.04586021817199195,-0.03145396817199333
2022-11-10 03:30:00,8.879,8.86525,0.017898614606286552,-0.0041486146062866235
2022-11-10 04:00:00,8.878,8.865916666666665,0.0009967591375369357,0.011086574195797842
2022-11-10 04:30:00,8.878,8.866593749999998,-0.03142316273746346,0.04282941273746552
2022-11-10 05:00:00,8.879,8.867291666666667,-0.06524559112287995,0.07695392445621294
2022-11-10 05:30:00,8.879,8.868083333333333,-0.11487124216454686,0.12578790883121355
2022-11-10 06:00:00,8.88,8.869114583333333,-0.12146287627912977,0.1323482929457972
2022-11-10 06:30:00,8.882,8.870500000000002,-0.12458299346662988,0.13608299346662794
2022-11-10 07:00:00,8.886,8.87235416666667,-0.1643058124770464,0.1779516458103762
2022-11-10 07:30:00,8.887,8.8746875,-0.16992120961246332,0.1822337096124635
2022-11-10 08:00:00,8.885,8.87740625,-0.18922264190413013,0.19681639190412997
2022-11-10 08:30:00,8.882,8.880479166666666,-0.1890105650812133,0.1905313984145474
2022-11-10 09:00:00,8.881,8.883864583333333,-0.22308543487287985,0.22022085153954735
2022-11-10 09:30:00,8.881,8.887531249999999,-0.22523175648746288,0.21870050648746456
2022-11-10 10:00:00,8.881,8.891604166666667,-0.25126854034163,0.24066437367496302
2022-11-10 10:30:00,8.88,8.896354166666667,-0.27220848174787965,0.25585431508121365
2022-11-10 11:00:00,8.879,8.902416666666666,-0.26879197784163017,0.2453753111749642
2022-11-10 11:30:00,8.877,8.911249999999999,-0.3083491067478799,0.27409910674788157
2022-11-10 12:00:00,8.877,8.922947916666665,-0.30833331898746325,0.26238540232079893
2022-11-10 12:30:00,8.876,8.935739583333332,-0.3059343932062136,0.24619480987288128
2022-11-10 13:00:00,8.874,8.949385416666665,-0.32012628773746304,0.2447408710707985
2022-11-10 13:30:00,8.873,8.964822916666666,-0.29656655466454657,0.20474363799787992
2022-11-10 14:00:00,8.873,8.981135416666666,-0.2979905455499634,0.18985512888329703
